'1.00000.040100';FAHRZEUGE;AUSGABE;'00000';41;3;D;'MDPA';          0.00;       2881.50;       2881.50;       2881.50;          0.00;          0.00;          0.00;          0.00;          0.00;       2881.50
'1.00000.042200';AMTSAUSSTATTUNG;AUSGABE;'00000';41;3;D;'MDPA';       3910.99;       7784.92;      11695.91;      10907.17;        788.74;      15000.00;          0.00;      15000.00;       7215.08;          0.00
'1.00000.042300';AMTSAUSSTATTUNG;AUSGABE;'00000';41;3;D;'FW00';       2206.27;          0.00;       2206.27;       2206.27;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.00000.042990';AMTSAUSSTATTUNG;AUSGABE;'00000';41;3;D;'MDIM';          0.00;        984.23;        984.23;          0.00;        984.23;          0.00;          0.00;          0.00;          0.00;        984.23
'1.00000.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'00000';41;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.070990';AKTIVIERUNGSFÄHIGE RECHTE EDV;AUSGABE;'00000';42;3;D;'MDIM';          0.00;       1103.94;       1103.94;       1103.94;          0.00;          0.00;          0.00;          0.00;          0.00;       1103.94
'1.00000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'00000';65;8;S;'SN21';          0.00;      14630.90;      14630.90;      14630.90;          0.00;      14700.00;          0.00;      14700.00;         69.10;          0.00
'1.00000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'00000';23;1;D;'0805';          0.00;        150.23;        150.23;        150.23;          0.00;       2000.00;          0.00;       2000.00;       1849.77;          0.00
'1.00000.400200';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'00000';23;1;D;'MDPA';         63.03;      14507.72;      14570.75;      12807.01;       1763.74;      15000.00;          0.00;      15000.00;        492.28;          0.00
'1.00000.400890';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'00000';23;1;D;'085W';          0.00;          5.94;          5.94;          5.94;          0.00;        200.00;          0.00;        200.00;        194.06;          0.00
'1.00000.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'00000';23;3;D;'MDIM';         16.05;       4018.07;       4034.12;       3510.36;        523.76;          0.00;          0.00;          0.00;          0.00;       4018.07
'1.00000.403000';HANDELSWAREN POKALE, EHRENPREISE U.DGL.;AUSGABE;'00000';23;9;D;'STSR';          0.00;       5402.22;       5402.22;       5402.22;          0.00;       8300.00;          0.00;       8300.00;       2897.78;          0.00
'1.00000.420200';PFLANZLICHE ROHSTOFFE;AUSGABE;'00000';23;1;D;'MDPA';          0.00;        383.96;        383.96;        383.96;          0.00;          0.00;          0.00;          0.00;          0.00;        383.96
'1.00000.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'00000';23;1;D;'085W';          0.00;        987.63;        987.63;        987.63;          0.00;        500.00;          0.00;        500.00;          0.00;        487.63
'1.00000.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'00000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.00000.425200';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'00000';23;1;D;'MDPA';          0.00;        167.30;        167.30;         53.82;        113.48;          0.00;          0.00;          0.00;          0.00;        167.30
'1.00000.425890';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'00000';23;1;D;'085W';          0.00;        124.13;        124.13;        124.13;          0.00;        500.00;          0.00;        500.00;        375.87;          0.00
'1.00000.428200';FERTIG BEZOGENE TEILE;AUSGABE;'00000';23;1;D;'MDPA';         37.97;       2460.44;       2498.41;       2036.86;        461.55;          0.00;          0.00;          0.00;          0.00;       2460.44
'1.00000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'00000';23;1;D;'0805';          0.00;        120.24;        120.24;        120.24;          0.00;       1000.00;          0.00;       1000.00;        879.76;          0.00
'1.00000.428890';FERTIG BEZOGENE TEILE;AUSGABE;'00000';23;1;D;'085W';          0.00;        222.94;        222.94;        222.94;          0.00;        500.00;          0.00;        500.00;        277.06;          0.00
'1.00000.454200';REINIGUNGSMITTEL;AUSGABE;'00000';23;1;D;'MDPA';          0.00;        472.74;        472.74;        472.74;          0.00;        400.00;          0.00;        400.00;          0.00;         72.74
'1.00000.456200';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'00000';23;1;D;'MDPA';          0.00;       9169.59;       9169.59;       8993.13;        176.46;      10000.00;          0.00;      10000.00;        830.41;          0.00
'1.00000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'00000';23;1;D;'MDPA';       2071.70;       6577.34;       8649.04;       8135.40;        513.64;      14900.00;          0.00;      14900.00;       8322.66;          0.00
'1.00000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'00000';23;1;D;'MDPA';          0.00;      30748.44;      30748.44;      30748.44;          0.00;      12000.00;          0.00;      12000.00;          0.00;      18748.44
'1.00000.457200';DRUCKWERKE;AUSGABE;'00000';23;1;D;'MDPA';        601.10;      22818.49;      23419.59;      23360.72;         58.87;      18000.00;          0.00;      18000.00;          0.00;       4818.49
'1.00000.459200';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'MDPA';          0.00;        343.27;        343.27;        343.27;          0.00;        600.00;          0.00;        600.00;        256.73;          0.00
'1.00000.459550';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.459890';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.00000.459990';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'MDPA';          0.00;        387.59;        387.59;          0.00;        387.59;        100.00;          0.00;        100.00;          0.00;        287.59
'1.00000.480890';FREMDBEARBEITUNG (LOHNARBEIT);AUSGABE;'00000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.00000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     697641.54;     697641.54;     697641.54;          0.00;     662800.00;     400000.00;    1062800.00;     365158.46;          0.00
'1.00000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     142315.25;     142315.25;     142315.25;          0.00;     145500.00;          0.00;     145500.00;       3184.75;          0.00
'1.00000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;    1577486.02;    1577486.02;    1577486.02;          0.00;    1413700.00;          0.00;    1413700.00;          0.00;     163786.02
'1.00000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     370863.46;     370863.46;     370863.46;          0.00;     365700.00;          0.00;     365700.00;          0.00;       5163.46
'1.00000.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;      13938.25;      13938.25;      13938.25;          0.00;          0.00;          0.00;          0.00;          0.00;      13938.25
'1.00000.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'00000';20;0;S;'MDPA';          0.00;      44568.00;      44568.00;      44568.00;          0.00;       1800.00;          0.00;       1800.00;          0.00;      42768.00
'1.00000.523500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ARBE;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       2266.78;       2266.78;       2266.78;          0.00;          0.00;          0.00;          0.00;          0.00;       2266.78
'1.00000.560000';REISEGEBÜHREN;AUSGABE;'00000';20;0;D;'MDPA';          0.00;       2624.68;       2624.68;       2624.68;          0.00;       1800.00;          0.00;       1800.00;          0.00;        824.68
'1.00000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       1033.62;       1033.62;       1033.62;          0.00;          0.00;          0.00;          0.00;          0.00;       1033.62
'1.00000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       8087.50;       8087.50;       8087.50;          0.00;       6300.00;          0.00;       6300.00;          0.00;       1787.50
'1.00000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;D;'MDPA';          0.00;      13084.49;      13084.49;      13084.49;          0.00;       7000.00;          0.00;       7000.00;          0.00;       6084.49
'1.00000.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;        150.00;        150.00;        150.00;          0.00;        200.00;          0.00;        200.00;         50.00;          0.00
'1.00000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       5537.70;       5537.70;       5537.70;          0.00;       7900.00;          0.00;       7900.00;       2362.30;          0.00
'1.00000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     123962.58;     123962.58;     123962.58;          0.00;     118400.00;          0.00;     118400.00;          0.00;       5562.58
'1.00000.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       2107.46;       2107.46;       2107.46;          0.00;        100.00;          0.00;        100.00;          0.00;       2007.46
'1.00000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     411168.98;     411168.98;     411168.98;          0.00;     315200.00;          0.00;     315200.00;          0.00;      95968.98
'1.00000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;S;'MDPA';          0.00;      42153.94;      42153.94;      42153.94;          0.00;      39200.00;          0.00;      39200.00;          0.00;       2953.94
'1.00000.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       9927.14;       9927.14;       9927.14;          0.00;        400.00;          0.00;        400.00;          0.00;       9527.14
'1.00000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'00000';20;0;S;'MDPA';          0.00;       4183.00;       4183.00;       4183.00;          0.00;       4100.00;          0.00;       4100.00;          0.00;         83.00
'1.00000.600000';STROM;AUSGABE;'00000';24;1;D;'0805';       1995.63;      22596.80;      24592.43;      21052.13;       3540.30;      20000.00;          0.00;      20000.00;          0.00;       2596.80
'1.00000.602000';WASSER;AUSGABE;'00000';24;1;D;'0805';          0.00;       1788.15;       1788.15;       1278.72;        509.43;       1500.00;          0.00;       1500.00;          0.00;        288.15
'1.00000.603000';WÄRME;AUSGABE;'00000';24;1;D;'0805';          0.00;      25502.72;      25502.72;      23244.39;       2258.33;      22000.00;          0.00;      22000.00;          0.00;       3502.72
'1.00000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       6000.00;          0.00;       6000.00;       6000.00;          0.00
